MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
LC481499.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481498.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481497.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481496.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481495.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481494.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481493.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481492.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
LC481491.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MK052711.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MK052710.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MK052709.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MK052708.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MK641656.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MK641659.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
NR_116144.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MH732978.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
MK493705.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MH423743.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MF444956.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
MF444955.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
X52392.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
MF083072.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MF083068.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MF083060.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MF079356.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MF079333.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MG605671.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
MG282303.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MG282300.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
MF680648.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KY094500.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
JQ627250.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
KY969638.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KY880911.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KY859829.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KY054997.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
KX018723.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KX018722.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KX018721.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KX016795.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
DQ867014.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
KT827217.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827216.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827211.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827210.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827208.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827207.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827203.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827195.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827192.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827191.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827190.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827189.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT827187.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375558.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375550.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375544.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375538.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375533.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375531.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375529.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375522.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375518.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375517.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375511.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375505.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375491.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375488.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375486.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375482.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375475.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375473.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375469.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375468.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375465.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375462.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT375460.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KP223303.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KT238898.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KT238897.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Mammalia', ' Eutheria', ' Laurasiatheria', ' Artiodactyla', ' Ruminantia', ' Pecora', ' Bovidae', ' Bovinae', ' Bos', 'Bos taurus'
KP993468.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KP792294.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KF646764.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
LC036618.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus taiwanensis'
KJ361822.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
KC984221.1,'Eukaryota', ' Metazoa', ' Chordata', ' Craniata', ' Vertebrata', ' Euteleostomi', ' Archelosauria', ' Archosauria', ' Dinosauria', ' Saurischia', ' Theropoda', ' Coelurosauria', ' Aves', ' Neognathae', ' Galloanserae', ' Galliformes', ' Phasianidae', ' Phasianinae', ' Gallus', 'Gallus gallus'
